relation_id,source,target,source_id,target_id,head_id,tail_id,head,tail,head_name,tail_name,head_type,tail_type,relation_type,relation_label,confidence,doc_id,chunk_id,source_name,source_file,evidence_text,extraction_method,expert_status,review_status
REL_EQ_000135,model_eq_007,EQ_DOC_007,model_eq_007,EQ_DOC_007,model_eq_007,EQ_DOC_007,随机森林,分布式AI地震预警,随机森林,分布式AI地震预警,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_007,CHK_EQ_000020,分布式AI地震预警,地震灾害数据收集与整理.docx,...、国家级地震观测台站连续大震动加速度和波形波速数据流 [79] | | E3WS 预警模型 [80] | 基于全连接、CNN、RNN与多分类随机森林（RF）融合深度预测，专攻震源深度、走向及标量级震级参数的动态收敛回归 [80] | 判别地震与 impulsive 噪声的成功率达 ，虚警率（False Positive）保持为 [80] | 平均每秒自动向服务器动态推送和迭代求解一次物理参数估计值，极大缩短决策延时 [80] | ,规则抽取,待复核,待复核
REL_EQ_000136,model_eq_009,EQ_DOC_008,model_eq_009,EQ_DOC_008,model_eq_009,EQ_DOC_008,能力谱法,工程损失评估系统,能力谱法,工程损失评估系统,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_008,CHK_EQ_000022,工程损失评估系统,地震灾害数据收集与整理.docx,## 八、 工程损失评估软件、能力谱法与高级易损性分析系统 在防震减灾 AI 的工程应用中，评估地震发生后整个城市在建筑损毁方面的经济损失和资本损耗，是一项计算极其密集的任务 [81]。这要求损失评估软件必须建立在严谨的非线性结构动力学计算模型之上，而非简单的线性插值 [66]。 Hazus 作为全球最为主流的损失建模系统，其核...,规则抽取,待复核,待复核
REL_EQ_000137,model_eq_010,EQ_DOC_008,model_eq_010,EQ_DOC_008,model_eq_010,EQ_DOC_008,Hazus,工程损失评估系统,Hazus,工程损失评估系统,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_008,CHK_EQ_000022,工程损失评估系统,地震灾害数据收集与整理.docx,"...本损耗，是一项计算极其密集的任务 [81]。这要求损失评估软件必须建立在严谨的非线性结构动力学计算模型之上，而非简单的线性插值 [66]。 Hazus 作为全球最为主流的损失建模系统，其核心算法是基于能力谱法（Capacity Spectrum Method, CSM）的非线性反应谱分析 [82, 83]。系统通过 36 类建筑模型能力参数确定 Yield 与 Ultimate 两个临界屈服性能点 [66]。 而为了在大规模区域性",规则抽取,待复核,待复核
REL_EQ_000138,model_eq_011,EQ_DOC_008,model_eq_011,EQ_DOC_008,model_eq_011,EQ_DOC_008,OpenQuake,工程损失评估系统,OpenQuake,工程损失评估系统,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_008,CHK_EQ_000023,工程损失评估系统,地震灾害数据收集与整理.docx,"...86] | 自有统一的 Inventory Technical Manual 规范格式，内嵌于专用 GIS 系统 [67, 85] | | OpenQuake-engine (GEM) [87, 88] | 基于 Python 的解耦运行；拥有自主核心库：oq-hazardlib（用于快速进行随机事件集、地震动场分析和计算），oq-risklib（处理暴露体和易损性矩阵），oq-nrmllib（XML格式底层校验解析） [88] ",规则抽取,待复核,待复核
REL_EQ_000139,model_eq_013,EQ_DOC_007,model_eq_013,EQ_DOC_007,model_eq_013,EQ_DOC_007,PhaseNet,分布式AI地震预警,PhaseNet,分布式AI地震预警,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_007,CHK_EQ_000020,分布式AI地震预警,地震灾害数据收集与整理.docx,...化的超轻量级卷机神经网络（CNN），仅含 物理模型权重参数；专攻 2 秒短时波形的高速 P-Wave 起始Picking [72] | 与 PhaseNet、EQTransformer 在高信噪比表现上相当；对微地震波定位精度保持在极高水准 [72] | 在低成本嵌入式 Raspberry Pi 等硬件上，单次波形前向计算耗时低于 [72] | 部署于低功耗 MEMS 边缘传感器（如 Raspberry Shake 社区网络边缘节,规则抽取,待复核,待复核
REL_EQ_000140,model_eq_013,EQ_DOC_010,model_eq_013,EQ_DOC_010,model_eq_013,EQ_DOC_010,PhaseNet,本体与复核机制,PhaseNet,本体与复核机制,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_010,CHK_EQ_000029,本体与复核机制,地震灾害数据收集与整理.docx,"...） [1] | 不直接关联具体代码库，作为高级分类中介 [1] | | Model | 计算模型 | 具体的计算、感知、解译或预测算法（如 PhaseNet, EQTransformer, LEGG） [50, 72, 74] | Model -> USES_MODEL -> Model（支持子模型依赖） [1] | | Dataset | 支撑数据集 | 用于模型训练、测试或校验的底层结构化/非结构化数据集（如 xBD, NGA",规则抽取,待复核,待复核
REL_EQ_000141,model_eq_014,EQ_DOC_007,model_eq_014,EQ_DOC_007,model_eq_014,EQ_DOC_007,EQTransformer,分布式AI地震预警,EQTransformer,分布式AI地震预警,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_007,CHK_EQ_000020,分布式AI地震预警,地震灾害数据收集与整理.docx,...经网络（CNN），仅含 物理模型权重参数；专攻 2 秒短时波形的高速 P-Wave 起始Picking [72] | 与 PhaseNet、EQTransformer 在高信噪比表现上相当；对微地震波定位精度保持在极高水准 [72] | 在低成本嵌入式 Raspberry Pi 等硬件上，单次波形前向计算耗时低于 [72] | 部署于低功耗 MEMS 边缘传感器（如 Raspberry Shake 社区网络边缘节点）；完美支持纯分,规则抽取,待复核,待复核
REL_EQ_000142,model_eq_014,EQ_DOC_010,model_eq_014,EQ_DOC_010,model_eq_014,EQ_DOC_010,EQTransformer,本体与复核机制,EQTransformer,本体与复核机制,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_010,CHK_EQ_000029,本体与复核机制,地震灾害数据收集与整理.docx,"...接关联具体代码库，作为高级分类中介 [1] | | Model | 计算模型 | 具体的计算、感知、解译或预测算法（如 PhaseNet, EQTransformer, LEGG） [50, 72, 74] | Model -> USES_MODEL -> Model（支持子模型依赖） [1] | | Dataset | 支撑数据集 | 用于模型训练、测试或校验的底层结构化/非结构化数据集（如 xBD, NGA-West2） [2",规则抽取,待复核,待复核
REL_EQ_000143,model_eq_015,EQ_DOC_007,model_eq_015,EQ_DOC_007,model_eq_015,EQ_DOC_007,DBSCAN,分布式AI地震预警,DBSCAN,分布式AI地震预警,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_007,CHK_EQ_000019,分布式AI地震预警,地震灾害数据收集与整理.docx,"...P-Wave 触发信号，自动向云端 CPC 推送 XML/JSON 短包) [ 云端 CPC 消息中介 / ActiveMQ ] │ ▼ (DBSCAN 空间相关性动态聚集校验，去除虚警干扰) [ 极速秒级物理参数求解与全通路预警发布 ] 这种架构可以在保证秒级高可靠响应的同时，将系统的通信带宽消耗降低数个数量级 [76, 78]。 表 6",规则抽取,待复核,待复核
REL_EQ_000144,model_eq_017,EQ_DOC_007,model_eq_017,EQ_DOC_007,model_eq_017,EQ_DOC_007,QuakeWake,分布式AI地震预警,QuakeWake,分布式AI地震预警,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_007,CHK_EQ_000020,分布式AI地震预警,地震灾害数据收集与整理.docx,...流及计算Latency响应表现 | 传感器源依赖与边缘部署环境特征 | | --- | --- | --- | --- | --- | | QuakeWake 系统 [75] | 双阶段架构：本地端微型神经网络实时监控，云端采用深度神经网络模块进行全局烈度及波路径传播动态演化分析 [75] | 地震动识别及方向传播预测准确度高达 [75] | 本地微内核秒级即时响应；终端不消耗电池；附加的 Raspberry Pi adjunct,规则抽取,待复核,待复核
REL_EQ_000145,model_eq_018,EQ_DOC_007,model_eq_018,EQ_DOC_007,model_eq_018,EQ_DOC_007,E3WS,分布式AI地震预警,E3WS,分布式AI地震预警,Model,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_007,CHK_EQ_000020,分布式AI地震预警,地震灾害数据收集与整理.docx,...S-Wave 到达前赢得十几秒的避险时窗 [79] | 依托于区域、国家级地震观测台站连续大震动加速度和波形波速数据流 [79] | | E3WS 预警模型 [80] | 基于全连接、CNN、RNN与多分类随机森林（RF）融合深度预测，专攻震源深度、走向及标量级震级参数的动态收敛回归 [80] | 判别地震与 impulsive 噪声的成功率达 ，虚警率（False Positive）保持为 [80] | 平均每秒自动向服务器动态,规则抽取,待复核,待复核
REL_EQ_000146,data_eq_002,EQ_DOC_002,data_eq_002,EQ_DOC_002,data_eq_002,EQ_DOC_002,CENC 地震目录,全球典型地震事件参数,CENC 地震目录,全球典型地震事件参数,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_002,CHK_EQ_000004,全球典型地震事件参数,地震灾害数据收集与整理.docx,"...决定了后续地震动模拟、破坏力评估及次生灾害链预测模型的输出质量 [1]。由于不同地震观测网络（如美国地质调查局 USGS、中国地震台网中心 CENC、日本气象厅 JMA）在台网分布、仪器校准、计算方法（如面波震级 与矩震级 的差异）等方面的技术路径不同，同一地震事件的测定参数往往存在系统性偏差 [2, 3]。 通过对比 USGS 与中国地震台网中心（CENC）对全球典型地震事件的正式测定结果，可以清晰地看出这些物理参数的技术异同点",规则抽取,待复核,待复核
REL_EQ_000147,data_eq_003,EQ_DOC_002,data_eq_003,EQ_DOC_002,data_eq_003,EQ_DOC_002,JMA 地震目录,全球典型地震事件参数,JMA 地震目录,全球典型地震事件参数,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_002,CHK_EQ_000004,全球典型地震事件参数,地震灾害数据收集与整理.docx,"...破坏力评估及次生灾害链预测模型的输出质量 [1]。由于不同地震观测网络（如美国地质调查局 USGS、中国地震台网中心 CENC、日本气象厅 JMA）在台网分布、仪器校准、计算方法（如面波震级 与矩震级 的差异）等方面的技术路径不同，同一地震事件的测定参数往往存在系统性偏差 [2, 3]。 通过对比 USGS 与中国地震台网中心（CENC）对全球典型地震事件的正式测定结果，可以清晰地看出这些物理参数的技术异同点。这些偏差和参数的对比",规则抽取,待复核,待复核
REL_EQ_000148,data_eq_004,EQ_DOC_003,data_eq_004,EQ_DOC_003,data_eq_004,EQ_DOC_003,ShakeMap,ShakeMap与PAGER影响评估,ShakeMap,ShakeMap与PAGER影响评估,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"...地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes for Response）系统，是当前全球最为先进的震后快速半结构化影响评估工具，广泛服务于灾害防御及应急资源调度决策 [26, 27, 28]。 PAGER 系统在发震后数分",规则抽取,待复核,待复核
REL_EQ_000149,data_eq_005,EQ_DOC_003,data_eq_005,EQ_DOC_003,data_eq_005,EQ_DOC_003,PAGER,ShakeMap与PAGER影响评估,PAGER,ShakeMap与PAGER影响评估,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"## 三、 地震动、烈度图与PAGER快速影响评估数据链 地震动参数（如地面峰值加速度 PGA、地面峰值速度 PGV）是评估地面震动剧烈程度和预测建筑物结构物理破坏力的核心指标 [4, 26]。美国地质调查局的 ShakeMap 系统和 PAGER（Prompt Assessment of Global Earthquakes...",规则抽取,待复核,待复核
REL_EQ_000150,data_eq_006,EQ_DOC_003,data_eq_006,EQ_DOC_003,data_eq_006,EQ_DOC_003,Finite Fault Model,ShakeMap与PAGER影响评估,Finite Fault Model,ShakeMap与PAGER影响评估,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"...化的指挥链依据 [5, 29, 30]。 发震 (Earthquake Origin) │ ▼ 计算震源机制解与有限断层破裂线 (USGS Finite Fault Model) │ ▼ 融合台站实测波形 (Strong Motion Seismometers) ──► 绘制 ShakeMap 地震动图 (PGA / PGV / MMI) │ ▼ 合并暴露人口格网数据 (WorldPop Population Grid) ◄───",规则抽取,待复核,待复核
REL_EQ_000151,data_eq_007,EQ_DOC_003,data_eq_007,EQ_DOC_003,data_eq_007,EQ_DOC_003,WorldPop,ShakeMap与PAGER影响评估,WorldPop,ShakeMap与PAGER影响评估,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"...6, 27, 28]。 PAGER 系统在发震后数分钟内自动触发，通过将快速推定的 ShakeMap 地震动场叠加在动态全球人口暴露体格网（WorldPop）及历史脆弱性矩阵上，预测可能造成的死亡人数和经济损失 [26, 27, 29]。PAGER 的红、橙、黄、绿四色警报阈值，为国际应急协调提供了量化的指挥链依据 [5, 29, 30]。 发震 (Earthquake Origin) │ ▼ 计算震源机制解与有限断层破裂线 (U",规则抽取,待复核,待复核
REL_EQ_000152,data_eq_008,EQ_DOC_005,data_eq_008,EQ_DOC_005,data_eq_008,EQ_DOC_005,xBD,遥感影像与建筑震损标签,xBD,遥感影像与建筑震损标签,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_005,CHK_EQ_000014,遥感影像与建筑震损标签,地震灾害数据收集与整理.docx,"...损等级（Damage Classification）与标签分布特点 | | --- | --- | --- | --- | --- | | xBD (xView2 Benchmark) [54, 55] | 全球多地（含19种自然灾害，覆盖地震、海啸、野火、火山等场景） [53, 54] | 3波段标准 RGB 图像，源自 Maxar/DigitalGlobe 开放数据计划 [53, 56] | 个高精度标定建筑物多边形（Foot",规则抽取,待复核,待复核
REL_EQ_000153,data_eq_008,EQ_DOC_010,data_eq_008,EQ_DOC_010,data_eq_008,EQ_DOC_010,xBD,本体与复核机制,xBD,本体与复核机制,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_010,CHK_EQ_000029,本体与复核机制,地震灾害数据收集与整理.docx,"...Model（支持子模型依赖） [1] | | Dataset | 支撑数据集 | 用于模型训练、测试或校验的底层结构化/非结构化数据集（如 xBD, NGA-West2） [25, 54] | 必须具备明确的许可证属性和版本控制记录 [1] | | Task | 防灾减灾任务 | AI算法所针对并期望解决的物理工程任务（如 震后倒塌建筑物智能快速识别） [1] | Model -> SOLVES -> Task [1] | | S",规则抽取,待复核,待复核
REL_EQ_000154,data_eq_009,EQ_DOC_005,data_eq_009,EQ_DOC_005,data_eq_009,EQ_DOC_005,Copernicus EMS,遥感影像与建筑震损标签,Copernicus EMS,遥感影像与建筑震损标签,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_005,CHK_EQ_000014,遥感影像与建筑震损标签,地震灾害数据收集与整理.docx,"...、重度损伤（2）、摧毁（3） [52, 56]。其中轻度/重度等中等损伤存在强烈的 intraclass 高重叠不确定性 [57] | | Copernicus EMS (CEMS) 应急制图 [58, 59] | 欧盟成员国及全球提供援助区域；典型如 2021 年德国洪灾、意大利火山及各类地震区 [59] | 高分、超高分光学卫星波段，联合哨兵-1（Sentinel-1）双极化 SAR 影像数据 [51, 60] | 依事件实时",规则抽取,待复核,待复核
REL_EQ_000155,data_eq_010,EQ_DOC_005,data_eq_010,EQ_DOC_005,data_eq_010,EQ_DOC_005,ALOS-2-BDE,遥感影像与建筑震损标签,ALOS-2-BDE,遥感影像与建筑震损标签,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_005,CHK_EQ_000014,遥感影像与建筑震损标签,地震灾害数据收集与整理.docx,"...分级：无可见损伤（Grade 0）、可能损伤（不确定性）、受损（Grade 1-3）、被毁（Grade 4-5） [58, 59] | | ALOS-2-BDE (能登地震震损底图) [62] | 2024 年能登半岛重点受灾城镇（轮岛市、珠洲市、能登町、穴水町、七尾市） [2, 62] | 日本 L 波段 PALSAR-2 合成孔径雷达影像，支持 spotlight（1x3m）及 stripmap（3m）高分辨观测 [63] |",规则抽取,待复核,待复核
REL_EQ_000156,data_eq_011,EQ_DOC_005,data_eq_011,EQ_DOC_005,data_eq_011,EQ_DOC_005,Sentinel-1,遥感影像与建筑震损标签,Sentinel-1,遥感影像与建筑震损标签,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_005,CHK_EQ_000014,遥感影像与建筑震损标签,地震灾害数据收集与整理.docx,"...欧盟成员国及全球提供援助区域；典型如 2021 年德国洪灾、意大利火山及各类地震区 [59] | 高分、超高分光学卫星波段，联合哨兵-1（Sentinel-1）双极化 SAR 影像数据 [51, 60] | 依事件实时应急生成；融合 OpenStreetMap 等众包向量底图 [51, 61] | 基于 EMS-98 宏观烈度表建筑损伤分级：无可见损伤（Grade 0）、可能损伤（不确定性）、受损（Grade 1-3）、被毁（Gr",规则抽取,待复核,待复核
REL_EQ_000157,data_eq_012,EQ_DOC_005,data_eq_012,EQ_DOC_005,data_eq_012,EQ_DOC_005,PALSAR-2,遥感影像与建筑震损标签,PALSAR-2,遥感影像与建筑震损标签,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_005,CHK_EQ_000014,遥感影像与建筑震损标签,地震灾害数据收集与整理.docx,"...震震损底图) [62] | 2024 年能登半岛重点受灾城镇（轮岛市、珠洲市、能登町、穴水町、七尾市） [2, 62] | 日本 L 波段 PALSAR-2 合成孔径雷达影像，支持 spotlight（1x3m）及 stripmap（3m）高分辨观测 [63] | 灾前与灾后多期雷达振幅干涉；在 2024 年 1 月 1-2 日共融合估计出 栋潜在损毁建筑 [62] | 极度损毁（Full collapse）、半倒塌（Half c",规则抽取,待复核,待复核
REL_EQ_000158,data_eq_013,EQ_DOC_005,data_eq_013,EQ_DOC_005,data_eq_013,EQ_DOC_005,OpenStreetMap,遥感影像与建筑震损标签,OpenStreetMap,遥感影像与建筑震损标签,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_005,CHK_EQ_000014,遥感影像与建筑震损标签,地震灾害数据收集与整理.docx,"...| 高分、超高分光学卫星波段，联合哨兵-1（Sentinel-1）双极化 SAR 影像数据 [51, 60] | 依事件实时应急生成；融合 OpenStreetMap 等众包向量底图 [51, 61] | 基于 EMS-98 宏观烈度表建筑损伤分级：无可见损伤（Grade 0）、可能损伤（不确定性）、受损（Grade 1-3）、被毁（Grade 4-5） [58, 59] | | ALOS-2-BDE (能登地震震损底图) [62",规则抽取,待复核,待复核
REL_EQ_000159,data_eq_016,EQ_DOC_007,data_eq_016,EQ_DOC_007,data_eq_016,EQ_DOC_007,MEMS 加速度计,分布式AI地震预警,MEMS 加速度计,分布式AI地震预警,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_007,CHK_EQ_000019,分布式AI地震预警,地震灾害数据收集与整理.docx,"...习框架，实现了区域或国家级地震震级的端到端快速预测 [73, 74]。 同时，智能手机众包监测网络的关键技术——利用智能手机内置低成本三轴 MEMS 加速度计进行地震动高精度识别，也得到了极大的发展 [75, 76, 77]。 [ 众包移动手机端 ] (STA/LTA 连续监控 + 本地紧凑型网络过滤非震日常噪声) │ ▼ (若检测到 P-Wave 触发信号，自动向云端 CPC 推送 XML/JSON 短包) [ 云端 CPC 消",规则抽取,待复核,待复核
REL_EQ_000160,data_eq_017,EQ_DOC_006,data_eq_017,EQ_DOC_006,data_eq_017,EQ_DOC_006,Vs30,暴露体与生命线韧性,Vs30,暴露体与生命线韧性,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_006,CHK_EQ_000018,暴露体与生命线韧性,地震灾害数据收集与整理.docx,"因此，在防灾减灾AI图谱构建中，绝不能将地理空间要素视为孤立节点，必须将“地基岩土Vs30（等效剪切波速）”、“结构基础类型”及“网状拓扑联通性”作为生命线节点的必备属性进行关联度计算 [1, 65, 68]。",规则抽取,待复核,待复核
REL_EQ_000161,data_eq_018,EQ_DOC_003,data_eq_018,EQ_DOC_003,data_eq_018,EQ_DOC_003,人口暴露格网,ShakeMap与PAGER影响评估,人口暴露格网,ShakeMap与PAGER影响评估,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,...ters) ──► 绘制 ShakeMap 地震动图 (PGA / PGV / MMI) │ ▼ 合并暴露人口格网数据 (WorldPop Population Grid) ◄──────────┘ │ ▼ 叠加历史脆弱性矩阵 (Vulnerability Matrix) │ ▼ 生成 PAGER 快速评估结果 (死亡人数 / 经济损失估计值) │ ▼ 触发多色警报级别 ──► 输出标准 XML / XML-PAGER 数据包 表,规则抽取,待复核,待复核
REL_EQ_000162,data_eq_023,EQ_DOC_003,data_eq_023,EQ_DOC_003,data_eq_023,EQ_DOC_003,Uncertainty Grid,ShakeMap与PAGER影响评估,Uncertainty Grid,ShakeMap与PAGER影响评估,Dataset,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_003,CHK_EQ_000008,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"...） [20] | | 对应 ShakeMap 可下载物理产品 | Intensity Contours (JSON), XML Grid, Uncertainty Grid, PGA Contours, Shape Files (ZIP) [4, 36] | Intensity Contours (JSON), XML Grid, PGA Map (JPG/PDF), Fault Rupture JSON [36] | Inten",规则抽取,待复核,待复核
REL_EQ_000163,task_eq_003,EQ_DOC_008,task_eq_003,EQ_DOC_008,task_eq_003,EQ_DOC_008,地震风险评估,工程损失评估系统,地震风险评估,工程损失评估系统,Task,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_008,CHK_EQ_000024,工程损失评估系统,地震灾害数据收集与整理.docx,"这些先进的计算工具表明，现代地震风险评估已呈现出显著的高精度（Site-specific）发展趋势 [25, 67]。过去，Hazus 常常使用区域性的普查区数据（Census Tract）来近似模拟平均建筑属性 [26, 67]。但现代 AI 防灾系统可以基于超高清街景、LiDAR 激光雷达扫描及建筑物三维模型，为每一栋建筑...",规则抽取,待复核,待复核
REL_EQ_000164,task_eq_007,EQ_DOC_003,task_eq_007,EQ_DOC_003,task_eq_007,EQ_DOC_003,经济损失估计,ShakeMap与PAGER影响评估,经济损失估计,ShakeMap与PAGER影响评估,Task,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_003,CHK_EQ_000007,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,...───┘ │ ▼ 叠加历史脆弱性矩阵 (Vulnerability Matrix) │ ▼ 生成 PAGER 快速评估结果 (死亡人数 / 经济损失估计值) │ ▼ 触发多色警报级别 ──► 输出标准 XML / XML-PAGER 数据包 表 3,规则抽取,待复核,待复核
REL_EQ_000165,task_eq_013,EQ_DOC_010,task_eq_013,EQ_DOC_010,task_eq_013,EQ_DOC_010,证据问答,本体与复核机制,证据问答,本体与复核机制,Task,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_010,CHK_EQ_000030,本体与复核机制,地震灾害数据收集与整理.docx,为了确保基于该图谱的 GraphRAG 证据问答检索结果的无幻觉性，必须在图谱数据层单独构建对应的“GraphRAG 问答评测集”与“专家复核质量控制模板” [1]。通过在知识图谱底层加入双向核验证据链条属性（如 evidence_text 字段），并在抽取、融合的生命周期中引入专家人工确认状态（review_status），能够使 AI...,规则抽取,待复核,待复核
REL_EQ_000166,task_eq_014,EQ_DOC_002,task_eq_014,EQ_DOC_002,task_eq_014,EQ_DOC_002,地震动模拟,全球典型地震事件参数,地震动模拟,全球典型地震事件参数,Task,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_002,CHK_EQ_000004,全球典型地震事件参数,地震灾害数据收集与整理.docx,"## 二、 全球典型地震事件及多网源参数核验 在防灾减灾AI图谱的“地震事件（Event）”节点构建中，震源物理参数的准确性直接决定了后续地震动模拟、破坏力评估及次生灾害链预测模型的输出质量 [1]。由于不同地震观测网络（如美国地质调查局 USGS、中国地震台网中心 CENC、日本气象厅 JMA）在台网分布、仪器校准、计算方法（如面波震级 与矩震级 的差异）等方面的技术路径不同，同一地震事件的测定参数往往存在系统性偏差 [2, 3]。.",规则抽取,待复核,待复核
REL_EQ_000167,case_eq_001,EQ_DOC_002,case_eq_001,EQ_DOC_002,case_eq_001,EQ_DOC_002,2024 年日本能登半岛地震,全球典型地震事件参数,2024 年日本能登半岛地震,全球典型地震事件参数,Case,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_002,CHK_EQ_000005,全球典型地震事件参数,地震灾害数据收集与整理.docx,"...震源物理机制与破裂断层特性 | | --- | --- | --- | --- | --- | --- | --- | | 2024年日本能登半岛地震 us6000m0xl [4, 5] | USGS [4] | 2024-01-01 07:10:09 UTC [4] | [4] | [4] | , [4] | Noroshi-oki 逆断层破裂，走向西南-东北，最大走向滑动角呈逆冲滑移 [5, 6] | | | CENC [7]",规则抽取,待复核,待复核
REL_EQ_000168,case_eq_001,EQ_DOC_003,case_eq_001,EQ_DOC_003,case_eq_001,EQ_DOC_003,2024 年日本能登半岛地震,ShakeMap与PAGER影响评估,2024 年日本能登半岛地震,ShakeMap与PAGER影响评估,Case,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_003,CHK_EQ_000008,ShakeMap与PAGER影响评估,地震灾害数据收集与整理.docx,"| 评估指标与评估报告产品类型 | 2024年能登半岛地震数据值 [2, 4, 5, 29] | 2023年土耳其双震（主震）数据值 [9, 10, 31, 32] | 2015年尼泊尔大震数据值 [16, 17, 33, 34] | 2021年海地大震数据值 [20, 21] | | --- | --- | --- | --- | --- |...",规则抽取,待复核,待复核
REL_EQ_000169,case_eq_001,EQ_DOC_010,case_eq_001,EQ_DOC_010,case_eq_001,EQ_DOC_010,2024 年日本能登半岛地震,本体与复核机制,2024 年日本能登半岛地震,本体与复核机制,Case,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_010,CHK_EQ_000029,本体与复核机制,地震灾害数据收集与整理.docx,"...反演） [1] | 关联具体的行业标准和合规安全边界 [1] | | Case | 典型历史案例 | 真实发生的地震灾害事件（如 2024年能登半岛地震, 2023年土耳其强震） [2, 9] | Model/System -> VALIDATED_IN -> Case [1] | | Policy | 应急政策标准 | 发挥法律、行政或技术规约约束力、强制力要求的政策规章或技术规范标准（如 ISO 22320） [91] | D",规则抽取,待复核,待复核
REL_EQ_000170,event_eq_001,EQ_DOC_002,event_eq_001,EQ_DOC_002,event_eq_001,EQ_DOC_002,2024 年日本能登半岛地震,全球典型地震事件参数,2024 年日本能登半岛地震,全球典型地震事件参数,Event,Document,DERIVES_FROM,DERIVES_FROM（来源于）,0.75,EQ_DOC_002,CHK_EQ_000005,全球典型地震事件参数,地震灾害数据收集与整理.docx,"...震源物理机制与破裂断层特性 | | --- | --- | --- | --- | --- | --- | --- | | 2024年日本能登半岛地震 us6000m0xl [4, 5] | USGS [4] | 2024-01-01 07:10:09 UTC [4] | [4] | [4] | , [4] | Noroshi-oki 逆断层破裂，走向西南-东北，最大走向滑动角呈逆冲滑移 [5, 6] | | | CENC [7]",规则抽取,待复核,待复核
